Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
M,31,,,CUB,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,22,1.72,,HON,2020,Summer,Tokyo,,Football Men's Football
M,29,,,CUB,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
M,29,,,MEX,2020,Summer,Tokyo,Bronze,Archery Men's Individual
F,33,,,COL,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,26,,,COL,2020,Summer,Tokyo,,Women's Artistic Swimming
M,26,1.88,,ARG,2020,Summer,Tokyo,Bronze,Rugby Sevens Men's Rugby Sevens
M,37,1.72,,BRA,2020,Summer,Tokyo,Gold,Football Men's Football
F,19,1.61,,CPV,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,35,,,JOR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,19,,,JOR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,27,,,EGY,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,23,1.8,,YEM,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,27,,,KUW,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.69,,GRE,2020,Summer,Tokyo,,Women's Artistic Swimming
F,23,,,ITA,2020,Summer,Tokyo,,Women's Cycling Track
M,34,,,CRC,2020,Summer,Tokyo,,Men's Cycling Road
F,18,,,ROU,2020,Summer,Tokyo,,Archery Women's Individual
M,23,,,KAZ,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,33,,,ISR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,,,VEN,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,30,,,SWE,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,30,1.89,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,19,,,UGA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,30,,,PER,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,32,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,,,EGY,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,31,1.88,,GBR,2020,Summer,Tokyo,,Hockey Men's Hockey
F,23,,,ETH,2020,Summer,Tokyo,,Women's Cycling Road
F,31,1.69,,BLR,2020,Summer,Tokyo,,Women's Cycling Road
F,19,1.86,,CAN,2020,Summer,Tokyo,,Basketball Women's Basketball
M,24,,,SMR,2020,Summer,Tokyo,Bronze,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,25,,,IND,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,21,,,GHA,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,21,,,AUS,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,37,1.89,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,22,,,ECU,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,34,1.86,,BRA,2020,Summer,Tokyo,,Handball Women's Handball
M,25,1.78,,FRA,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,26,,,BOT,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,31,,,TUN,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,27,1.75,,NGR,2020,Summer,Tokyo,,Basketball Women's Basketball
F,23,,,NGR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,26,,,KOR,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
M,22,1.87,,KOR,2020,Summer,Tokyo,,Football Men's Football
M,26,,,KOR,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
F,23,1.64,,KOR,2020,Summer,Tokyo,,Basketball Women's Basketball
F,22,1.75,,KOR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,19,,,KOR,2020,Summer,Tokyo,Gold,Archery Women's Individual
F,19,,,KOR,2020,Summer,Tokyo,Gold,Archery Women's Individual
F,19,,,KOR,2020,Summer,Tokyo,Gold,Archery Women's Individual
F,25,,,KOR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,28,,,KOR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,18,,,KOR,2020,Summer,Tokyo,,Badminton Women's Singles
F,20,1.62,,ROU,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,30,,,NZL,2020,Summer,Tokyo,,Women's Karate
F,29,,,GRE,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,,,TUR,2020,Summer,Tokyo,,Archery Women's Individual
M,21,,,GHA,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,26,,,GRE,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,1.64,,FRA,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,29,1.74,,MEX,2020,Summer,Tokyo,,Golf Men's Individual
F,25,,,USA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,,,CAN,2020,Summer,Tokyo,,Men's Skateboarding
F,19,,,JAM,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,20,,,BAH,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,19,,,GBR,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,29,,,USA,2020,Summer,Tokyo,,Women's Marathon Swimming
M,23,1.87,,AUS,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,33,2.02,,USA,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,21,1.7,,USA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,30,1.75,,SRB,2020,Summer,Tokyo,,Basketball Women's Basketball
F,27,1.67,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
M,26,1.96,,DEN,2020,Summer,Tokyo,Silver,Handball Men's Handball
F,20,,,PER,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,26,,,USA,2020,Summer,Tokyo,,Men's Surfing
F,23,,,CAN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,22,,,PHI,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,26,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,1.55,,JPN,2020,Summer,Tokyo,Bronze,Weightlifting Women's Super-Heavyweight
M,28,,,CPV,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,1.51,,BRA,2020,Summer,Tokyo,Silver,Women's Artistic Gymnastics
F,21,1.51,,BRA,2020,Summer,Tokyo,Gold,Women's Artistic Gymnastics
F,26,1.64,,POR,2020,Summer,Tokyo,,Women's Marathon Swimming
M,28,,,FRA,2020,Summer,Tokyo,,Men's Cycling BMX Racing
M,25,,,BRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,1.69,,BUL,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,26,1.64,,ROC,2020,Summer,Tokyo,,Women's Canoe Sprint
F,24,,,POL,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
F,21,,,ITA,2020,Summer,Tokyo,,Archery Women's Individual
F,28,1.68,,BRA,2020,Summer,Tokyo,,Football Women's Football
F,25,1.6,,BRA,2020,Summer,Tokyo,,Football Women's Football
M,22,,,GUM,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,21,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
F,20,,,AUS,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,21,,,NZL,2020,Summer,Tokyo,Silver,Women's Cycling Track
F,19,,,NZL,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,29,1.6,,MAD,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,25,1.65,,MAD,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,30,1.94,,FRA,2020,Summer,Tokyo,Gold,Rowing Men's Lightweight Double Sculls
F,28,,,LTU,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,29,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,34,1.8,,ESP,2020,Summer,Tokyo,,Tennis Men's Doubles
F,26,,,HAI,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,21,,,NED,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,23,1.7,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
F,20,1.64,,BRA,2020,Summer,Tokyo,,Football Women's Football
F,22,1.8,,ROU,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,27,1.88,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
M,22,1.78,,MEX,2020,Summer,Tokyo,Bronze,Football Men's Football
M,23,1.7,,MEX,2020,Summer,Tokyo,Bronze,Football Men's Football
F,26,,,ECU,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Men's Water Polo
F,30,1.74,,AUS,2020,Summer,Tokyo,,Women's Cycling Track
M,31,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,28,,,SUI,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
M,33,,,ROC,2020,Summer,Tokyo,,Men's Canoe Sprint
M,20,1.91,,GER,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,,,GHA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,20,,,GER,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,1.76,,GBR,2020,Summer,Tokyo,,Hockey Men's Hockey
F,19,,,IND,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,28,1.78,,GBR,2020,Summer,Tokyo,Bronze,Hockey Women's Hockey
M,25,1.88,,AUS,2020,Summer,Tokyo,Bronze,Rowing Men's Lightweight Double Sculls
M,26,,,MON,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,32,,,CUB,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,22,1.73,,NZL,2020,Summer,Tokyo,,Football Women's Football
F,33,,,BRA,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,20,,,CYP,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,16,,,CYP,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,25,1.78,,ROC,2020,Summer,Tokyo,,Women's Cycling Track
M,23,1.86,,DEN,2020,Summer,Tokyo,,Badminton Men's Singles
M,20,1.72,,BRA,2020,Summer,Tokyo,Gold,Football Men's Football
M,26,,,IND,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,1.77,,CZE,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,23,1.67,,MEX,2020,Summer,Tokyo,Bronze,Football Men's Football
F,18,,,MNE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,23,1.67,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
M,21,,,AFG,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,21,,,NGR,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,28,2.04,,ITA,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,30,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,26,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,1.68,,JPN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,23,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,17,,,JPN,2020,Summer,Tokyo,,Men's Skateboarding
M,23,,,AUS,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,27,1.83,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
F,18,1.67,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,33,1.55,,JPN,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,38,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,34,,,GER,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,35,,,FRA,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,34,,,POR,2020,Summer,Tokyo,,Table Tennis Men's Team
F,25,,,CZE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,41,,,BRA,2020,Summer,Tokyo,,Men's Equestrian
M,24,1.94,,GER,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,23,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
M,23,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
F,22,1.65,,CAN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,32,,,URU,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,21,,,USA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,,,GUM,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
M,24,,,BRU,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,MEX,2020,Summer,Tokyo,,Women's Baseball/Softball
F,29,,,MAR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,JPN,2020,Summer,Tokyo,Bronze,Men's Karate
M,26,1.68,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
F,27,,,JPN,2020,Summer,Tokyo,Gold,Judo Women's Half-Middleweight
F,27,,,JPN,2020,Summer,Tokyo,Silver,Judo Women's Half-Middleweight
F,19,,,JPN,2020,Summer,Tokyo,,Diving Women's Platform
F,17,,,BRA,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,26,1.86,,JPN,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,36,1.86,,JPN,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,25,,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
F,26,,,QAT,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,23,1.76,,BRA,2020,Summer,Tokyo,Gold,Football Men's Football
F,29,,,AUS,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,25,,,PAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,,,COL,2020,Summer,Tokyo,,Women's Artistic Swimming
M,36,1.7,,JPN,2020,Summer,Tokyo,,Men's Cycling Road
M,28,,,ESA,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,28,1.67,,BRA,2020,Summer,Tokyo,,Handball Women's Handball
F,30,1.64,,CHI,2020,Summer,Tokyo,,Football Women's Football
M,30,,,ARG,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,,,BRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,,,GUY,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,GBR,2020,Summer,Tokyo,Silver,Women's Cycling Track
F,26,,,GBR,2020,Summer,Tokyo,Gold,Women's Cycling Track
F,26,,,COL,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,19,1.68,,ESP,2020,Summer,Tokyo,,Handball Women's Handball
M,19,,,ETH,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,30,1.89,,POR,2020,Summer,Tokyo,,Handball Men's Handball
M,27,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,,,COL,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
M,24,1.77,,RSA,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,34,1.81,,BRA,2020,Summer,Tokyo,,Handball Women's Handball
M,25,1.74,,ESP,2020,Summer,Tokyo,,Diving Men's Platform
M,27,1.9,,ESP,2020,Summer,Tokyo,Silver,Men's Canoe Sprint
M,27,,,COL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,ECU,2020,Summer,Tokyo,,Women's Marathon Swimming
F,24,1.7,,GER,2020,Summer,Tokyo,,Women's Canoe Sprint
M,24,1.9,,GRE,2020,Summer,Tokyo,Silver,Water Polo Men's Water Polo
F,30,,,COL,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,31,1.87,,DOM,2020,Summer,Tokyo,Bronze,Men's Baseball/Softball
M,31,1.96,,VEN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,27,1.78,,TUR,2020,Summer,Tokyo,Bronze,Men's Artistic Gymnastics
F,16,1.65,,TUR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,30,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,,,JPN,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,31,1.7,,USA,2020,Summer,Tokyo,Silver,Women's Baseball/Softball
M,21,,,ROC,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,23,1.7,,AUS,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,21,,,VEN,2020,Summer,Tokyo,,Diving Men's Platform
M,36,,,GEO,2020,Summer,Tokyo,,Men's Karate
F,27,,,FIN,2020,Summer,Tokyo,,Women's Skateboarding
F,29,,,AUS,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,20,,,CAN,2020,Summer,Tokyo,,Women's Artistic Swimming
M,19,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
M,26,1.86,,ESP,2020,Summer,Tokyo,,Golf Men's Individual
M,29,1.88,,GER,2020,Summer,Tokyo,,Men's Cycling Road
F,26,1.81,,AUS,2020,Summer,Tokyo,,Football Women's Football
M,26,1.84,,GER,2020,Summer,Tokyo,,Football Men's Football
M,22,,,CAN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,1.9,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
M,20,,,ARG,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,26,,,CMR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,25,,,PUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,19,,,PUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,28,,,SRB,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,33,,,SRB,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,27,1.73,,AUS,2020,Summer,Tokyo,Silver,Beach Volleyball Women's Beach Volleyball
M,23,,,ROC,2020,Summer,Tokyo,Bronze,Taekwondo Men's Flyweight
F,25,1.65,,ROC,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,26,,,GBR,2020,Summer,Tokyo,Bronze,Boxing Women's Flyweight
F,34,,,CYP,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,17,,,KAZ,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,32,,,NGR,2020,Summer,Tokyo,,Table Tennis Men's Team
F,34,,,SRB,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,21,1.71,,AUS,2020,Summer,Tokyo,,Football Men's Football
M,27,,,SYR,2020,Summer,Tokyo,Bronze,Weightlifting Men's Lightweight
F,36,,,LTU,2020,Summer,Tokyo,Silver,Modern Pentathlon Women's Individual
M,33,1.75,,AZE,2020,Summer,Tokyo,,Men's Cycling Road
F,24,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,30,1.82,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
M,24,1.76,,BLR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,33,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,37,1.87,,DOM,2020,Summer,Tokyo,Bronze,Men's Baseball/Softball
M,23,1.6,,BUL,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,24,1.75,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
M,25,1.92,,DEN,2020,Summer,Tokyo,,Men's Cycling Road
F,19,1.65,,AUS,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,25,,,GBR,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,17,,,JPN,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,28,,,EGY,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,22,1.74,,IND,2020,Summer,Tokyo,,Golf Women's Individual
M,22,1.81,,EGY,2020,Summer,Tokyo,,Football Men's Football
F,21,1.65,,ISR,2020,Summer,Tokyo,Gold,Rhythmic Gymnastics Women's Group
M,21,,,TUR,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,25,,,ROC,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,17,,,TUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,25,,,ARM,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,31,1.66,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
F,23,,,BRA,2020,Summer,Tokyo,,Women's Skateboarding
F,44,1.58,,AUS,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,33,,,KAZ,2020,Summer,Tokyo,Bronze,Men's Karate
M,27,,,MAR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,36,,,UZB,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,28,,,EGY,2020,Summer,Tokyo,,Table Tennis Men's Team
M,29,,,EGY,2020,Summer,Tokyo,,Table Tennis Men's Team
F,29,,,ALG,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,28,,,DEN,2020,Summer,Tokyo,,Badminton Men's Singles
F,21,,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,TKM,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,25,1.8,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,27,,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,1.55,,USA,2020,Summer,Tokyo,Gold,Basketball Women's Basketball
F,32,,,JAM,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,1.81,,AUS,2020,Summer,Tokyo,,Football Men's Football
M,26,,,TUR,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,26,,,IRI,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,24,,,FRA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,31,1.67,,JPN,2020,Summer,Tokyo,Gold,Women's Baseball/Softball
F,28,,,HKG,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,24,,,KAZ,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,24,,,AUT,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,24,,,FRA,2020,Summer,Tokyo,,Men's Marathon Swimming
M,24,,,FRA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,31,2.06,,CZE,2020,Summer,Tokyo,,Basketball Men's Basketball
F,28,1.68,,FRA,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,34,,,GER,2020,Summer,Tokyo,,Women's Equestrian
M,20,,,CAN,2020,Summer,Tokyo,,Tennis Men's Doubles
M,36,,,POL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,VEN,2020,Summer,Tokyo,,Men's Cycling Road
M,29,1.88,,USA,2020,Summer,Tokyo,Silver,Men's Baseball/Softball
M,31,,,BRA,2020,Summer,Tokyo,,Men's Cycling Mountain Bike
F,22,1.66,,ROC,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
F,22,1.64,,ROC,2020,Summer,Tokyo,Silver,Rhythmic Gymnastics Women's Group
F,23,,,HON,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,30,,,HON,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,31,,,COL,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,31,,,ITA,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,32,,,MAS,2020,Summer,Tokyo,Silver,Men's Cycling Track
F,24,,,MEX,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,26,,,DEN,2020,Summer,Tokyo,Gold,Badminton Men's Singles
M,38,,,FRA,2020,Summer,Tokyo,,Men's Equestrian
M,30,,,PAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,,,YEM,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,30,1.86,,TUR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,32,1.91,,CAN,2020,Summer,Tokyo,,Basketball Women's Basketball
F,24,1.69,,TOG,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,26,,,TUN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,30,1.94,,ARG,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
M,22,,,GHA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,,,SEY,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,,,BRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,,,POR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,36,1.85,,POR,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,19,,,KAZ,2020,Summer,Tokyo,,Men's Karate
M,25,,,KGZ,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,25,,,AZE,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
F,20,,,EGY,2020,Summer,Tokyo,,Women's Artistic Swimming
F,24,,,ECU,2020,Summer,Tokyo,,Women's Cycling BMX Racing
F,22,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,21,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,22,1.83,,ESP,2020,Summer,Tokyo,,Badminton Women's Singles
M,28,,,IND,2020,Summer,Tokyo,,Badminton Men's Singles
F,28,,,MTN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,1.65,,YEM,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,,,MAR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,24,,,MGL,2020,Summer,Tokyo,,Archery Men's Individual
M,29,,,MGL,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,25,,,IND,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,26,,,NED,2020,Summer,Tokyo,,Women's Cycling BMX Racing
M,25,1.98,,JPN,2020,Summer,Tokyo,,Basketball Men's Basketball
F,29,,,TKM,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,23,,,AZE,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,33,1.87,,CZE,2020,Summer,Tokyo,,Men's Cycling Track
F,27,,,ROC,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,16,1.79,,SLO,2020,Summer,Tokyo,,Golf Women's Individual
F,20,1.83,,MNE,2020,Summer,Tokyo,,Handball Women's Handball
M,22,1.86,,LAT,2020,Summer,Tokyo,,Men's Cycling BMX Racing
M,26,1.7,,ITA,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,22,1.78,,AUS,2020,Summer,Tokyo,,Football Men's Football
F,20,,,DEN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,27,1.76,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
M,21,1.89,,TUN,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,35,,,AUT,2020,Summer,Tokyo,,Men's Equestrian
M,28,,,ARM,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
